id, country, Gender, Age, Language, Nationality, PoliticalSpectrum, SocioeconomicStatus, EU, NATORussia, 
id759, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, NotApplicable, proEU, AntiNATOProRussia, 
id760, Poland, Male, NotApplicable, NationalLanguage, Polish, Center, MiddleClass, proEU, AntiNATOProRussia, 
id761, Poland, Male, MiddleAged, NationalLanguage, Polish, NotApplicable, MiddleClass, proEU, NotApplicable, 
id762, Poland, Male, Young, NationalLanguage, Polish, NotApplicable, LowerClass, proEU, ProNATOAntiRussia, 
id763, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, NotApplicable, 
id764, Poland, Female, Young, Both, Polish, Center, NotApplicable, antiEU, NotApplicable, 
id765, Poland, Male, MiddleAged, NationalLanguage, Polish, Left, NotApplicable, proEU, ProNATOAntiRussia, 
id766, Poland, Male, Old, Both, Polish, Center, MiddleClass, proEU, ProNATOAntiRussia, 
id767, Poland, Female, Young, NationalLanguage, Polish, NotApplicable, MiddleClass, proEU, NotApplicable, 
id768, Poland, Female, Young, NationalLanguage, Polish, Right, NotApplicable, proEU, ProNATOAntiRussia, 
id769, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, LowerClass, antiEU, ProNATOAntiRussia, 
id770, Poland, Male, MiddleAged, NationalLanguage, Polish, Center, UpperClass, proEU, ProNATOAntiRussia, 
id771, Poland, Female, NotApplicable, NationalLanguage, Polish, Center, MiddleClass, proEU, AntiNATOProRussia, 
id772, Poland, Male, NotApplicable, NationalLanguage, Polish, NotApplicable, MiddleClass, proEU, AntiNATOProRussia, 
id773, Poland, Female, Young, NationalLanguage, Polish, Right, MiddleClass, proEU, NotApplicable, 
id774, Poland, Male, NotApplicable, NationalLanguage, Polish, Center, NotApplicable, NotApplicable, AntiNATOProRussia, 
id775, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, MiddleClass, proEU, ProNATOAntiRussia, 
id776, Poland, Male, MiddleAged, NationalLanguage, Polish, Center, LowerClass, antiEU, ProNATOAntiRussia, 
id777, Poland, Female, MiddleAged, NationalLanguage, Other, NotApplicable, UpperClass, antiEU, AntiNATOProRussia, 
id778, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, NotApplicable, proEU, AntiNATOProRussia, 
id779, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, MiddleClass, proEU, NotApplicable, 
id780, Poland, Male, MiddleAged, NationalLanguage, Polish, Left, UpperClass, proEU, NotApplicable, 
id781, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, AntiNATOProRussia, 
id782, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, ProNATOAntiRussia, 
id783, Poland, Female, NotApplicable, NationalLanguage, Polish, NotApplicable, MiddleClass, proEU, AntiNATOProRussia, 
id784, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, NotApplicable, proEU, ProNATOAntiRussia, 
id785, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, MiddleClass, NotApplicable, AntiNATOProRussia, 
id786, Poland, Female, Old, NationalLanguage, Polish, Left, NotApplicable, antiEU, NotApplicable, 
id787, Poland, Female, MiddleAged, Both, Polish, Left, NotApplicable, proEU, AntiNATOProRussia, 
id788, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, ProNATOAntiRussia, 
id789, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, UpperClass, antiEU, NotApplicable, 
id790, Poland, Male, MiddleAged, Russian, Polish, Center, LowerClass, proEU, AntiNATOProRussia, 
id791, Poland, Male, Old, NationalLanguage, Polish, Center, UpperClass, proEU, NotApplicable, 
id792, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, NotApplicable, NotApplicable, ProNATOAntiRussia, 
id793, Poland, Female, Old, NationalLanguage, Polish, NotApplicable, LowerClass, proEU, NotApplicable, 
id794, Poland, Male, NotApplicable, NationalLanguage, Polish, Right, UpperClass, antiEU, NotApplicable, 
id795, Poland, Female, MiddleAged, NationalLanguage, Polish, Center, MiddleClass, antiEU, ProNATOAntiRussia, 
id796, Poland, Female, MiddleAged, Russian, Polish, Left, MiddleClass, antiEU, AntiNATOProRussia, 
id797, Poland, Female, MiddleAged, NationalLanguage, Polish, NotApplicable, NotApplicable, proEU, NotApplicable, 
id798, Poland, Male, NotApplicable, NationalLanguage, Polish, Right, UpperClass, proEU, NotApplicable, 
id799, Poland, Female, MiddleAged, NationalLanguage, Polish, Left, MiddleClass, NotApplicable, NotApplicable, 
id800, Poland, Male, MiddleAged, NationalLanguage, Polish, NotApplicable, MiddleClass, antiEU, NotApplicable, 
id801, Belarus, Male, Young, NationalLanguage, Belarusian, Center, UpperClass, proEU, NotApplicable, 
id802, Belarus, Male, Old, Both, Belarusian, Center, MiddleClass, proEU, AntiNATOProRussia, 
id803, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, MiddleClass, proEU, NotApplicable, 
id804, Belarus, Female, NotApplicable, Both, Belarusian, Right, UpperClass, antiEU, AntiNATOProRussia, 
id805, Belarus, Female, NotApplicable, Both, Belarusian, Center, NotApplicable, antiEU, NotApplicable, 
id806, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Center, MiddleClass, proEU, ProNATOAntiRussia, 
id807, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, MiddleClass, antiEU, NotApplicable, 
id808, Belarus, Male, NotApplicable, NationalLanguage, Belarusian, Right, UpperClass, NotApplicable, ProNATOAntiRussia, 
id809, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Right, UpperClass, antiEU, NotApplicable, 
id810, Belarus, Female, MiddleAged, Both, Belarusian, NotApplicable, NotApplicable, antiEU, ProNATOAntiRussia, 
id811, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Left, NotApplicable, antiEU, ProNATOAntiRussia, 
id812, Belarus, Female, MiddleAged, NationalLanguage, Russian, NotApplicable, NotApplicable, proEU, AntiNATOProRussia, 
id813, Belarus, Male, Old, NationalLanguage, Belarusian, Center, MiddleClass, antiEU, ProNATOAntiRussia, 
id814, Belarus, Female, MiddleAged, Both, Belarusian, NotApplicable, NotApplicable, proEU, ProNATOAntiRussia, 
id815, Belarus, Female, Old, NationalLanguage, Russian, Center, UpperClass, proEU, NotApplicable, 
id816, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, MiddleClass, proEU, NotApplicable, 
id817, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, NotApplicable, NotApplicable, antiEU, AntiNATOProRussia, 
id818, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Right, MiddleClass, proEU, ProNATOAntiRussia, 
id819, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, LowerClass, antiEU, ProNATOAntiRussia, 
id820, Belarus, Female, NotApplicable, NationalLanguage, Belarusian, Right, MiddleClass, antiEU, AntiNATOProRussia, 
id821, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Right, UpperClass, proEU, AntiNATOProRussia, 
id822, Belarus, Male, MiddleAged, Both, Belarusian, NotApplicable, LowerClass, antiEU, ProNATOAntiRussia, 
id823, Belarus, Male, MiddleAged, Both, Belarusian, NotApplicable, UpperClass, antiEU, NotApplicable, 
id824, Belarus, Female, Old, NationalLanguage, Belarusian, Right, UpperClass, antiEU, NotApplicable, 
id825, Belarus, Male, Young, NationalLanguage, Belarusian, Left, NotApplicable, NotApplicable, AntiNATOProRussia, 
id826, Belarus, Male, MiddleAged, Both, Belarusian, Center, MiddleClass, antiEU, ProNATOAntiRussia, 
id827, Belarus, Male, Old, NationalLanguage, Belarusian, Left, MiddleClass, proEU, NotApplicable, 
id828, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, NotApplicable, antiEU, NotApplicable, 
id829, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, NotApplicable, NotApplicable, NotApplicable, ProNATOAntiRussia, 
id830, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, NotApplicable, NotApplicable, NotApplicable, NotApplicable, 
id831, Belarus, Female, MiddleAged, Both, Belarusian, NotApplicable, NotApplicable, NotApplicable, AntiNATOProRussia, 
id832, Belarus, Female, NotApplicable, Both, Belarusian, Center, NotApplicable, proEU, AntiNATOProRussia, 
id833, Belarus, Female, Old, Both, Russian, Center, UpperClass, proEU, AntiNATOProRussia, 
id834, Belarus, Female, MiddleAged, Both, Belarusian, Right, MiddleClass, antiEU, NotApplicable, 
id835, Belarus, Female, NotApplicable, Both, Belarusian, NotApplicable, UpperClass, antiEU, AntiNATOProRussia, 
id836, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, NotApplicable, proEU, NotApplicable, 
id837, Belarus, Female, Old, NationalLanguage, Belarusian, Center, MiddleClass, antiEU, NotApplicable, 
id838, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, MiddleClass, NotApplicable, AntiNATOProRussia, 
id839, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, MiddleClass, antiEU, NotApplicable, 
id840, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, LowerClass, antiEU, NotApplicable, 
id841, Belarus, Male, MiddleAged, Both, Belarusian, NotApplicable, LowerClass, proEU, ProNATOAntiRussia, 
id842, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Right, LowerClass, proEU, NotApplicable, 
id843, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, MiddleClass, antiEU, ProNATOAntiRussia, 
id844, Belarus, Female, NotApplicable, Both, Belarusian, Right, UpperClass, antiEU, AntiNATOProRussia, 
id845, Belarus, Male, Young, NationalLanguage, Belarusian, NotApplicable, MiddleClass, antiEU, NotApplicable, 
id846, Belarus, Female, MiddleAged, Both, Belarusian, Center, LowerClass, antiEU, NotApplicable, 
id847, Belarus, Male, NotApplicable, NationalLanguage, Belarusian, NotApplicable, MiddleClass, antiEU, ProNATOAntiRussia, 
id848, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Right, MiddleClass, antiEU, ProNATOAntiRussia, 
id849, Belarus, Male, MiddleAged, Both, Belarusian, Left, NotApplicable, antiEU, NotApplicable, 
id850, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, NotApplicable, NotApplicable, antiEU, NotApplicable, 
id851, Belarus, Female, NotApplicable, Both, Belarusian, NotApplicable, MiddleClass, antiEU, ProNATOAntiRussia, 
id852, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, UpperClass, proEU, AntiNATOProRussia, 
id853, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Right, UpperClass, antiEU, AntiNATOProRussia, 
id854, Belarus, Female, MiddleAged, Both, Belarusian, NotApplicable, NotApplicable, antiEU, ProNATOAntiRussia, 
id855, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, NotApplicable, NotApplicable, AntiNATOProRussia, 
id856, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Center, NotApplicable, proEU, ProNATOAntiRussia, 
id857, Belarus, Female, MiddleAged, Both, Belarusian, NotApplicable, MiddleClass, antiEU, AntiNATOProRussia, 
id858, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Right, UpperClass, proEU, ProNATOAntiRussia, 
id859, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, UpperClass, antiEU, AntiNATOProRussia, 
id860, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Right, NotApplicable, proEU, AntiNATOProRussia, 
id861, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Right, NotApplicable, antiEU, AntiNATOProRussia, 
id862, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, UpperClass, antiEU, AntiNATOProRussia, 
id863, Belarus, Male, Young, Both, Belarusian, Center, NotApplicable, antiEU, AntiNATOProRussia, 
id864, Belarus, Female, Old, Both, Belarusian, NotApplicable, NotApplicable, antiEU, AntiNATOProRussia, 
id865, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, UpperClass, NotApplicable, AntiNATOProRussia, 
id866, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Right, UpperClass, antiEU, AntiNATOProRussia, 
id867, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Center, UpperClass, antiEU, ProNATOAntiRussia, 
id868, Belarus, Female, Young, NationalLanguage, Other, Right, NotApplicable, proEU, NotApplicable, 
id869, Belarus, Male, NotApplicable, NationalLanguage, Belarusian, Right, MiddleClass, antiEU, ProNATOAntiRussia, 
id870, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Center, MiddleClass, NotApplicable, NotApplicable, 
id871, Belarus, Female, MiddleAged, Both, Other, Center, MiddleClass, proEU, ProNATOAntiRussia, 
id872, Belarus, Female, Old, Both, Belarusian, NotApplicable, UpperClass, antiEU, ProNATOAntiRussia, 
id873, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Center, UpperClass, antiEU, ProNATOAntiRussia, 
id874, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Left, MiddleClass, antiEU, AntiNATOProRussia, 
id875, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, NotApplicable, UpperClass, NotApplicable, AntiNATOProRussia, 
id876, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, NotApplicable, NotApplicable, NotApplicable, NotApplicable, 
id877, Belarus, Female, NotApplicable, NationalLanguage, Belarusian, NotApplicable, NotApplicable, antiEU, AntiNATOProRussia, 
id878, Belarus, Female, NotApplicable, Both, Belarusian, Right, MiddleClass, proEU, AntiNATOProRussia, 
id879, Belarus, Male, MiddleAged, Both, Belarusian, Right, MiddleClass, antiEU, ProNATOAntiRussia, 
id880, Belarus, Male, Young, NationalLanguage, Belarusian, Right, NotApplicable, proEU, NotApplicable, 
id881, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, NotApplicable, LowerClass, antiEU, ProNATOAntiRussia, 
id882, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Right, MiddleClass, antiEU, AntiNATOProRussia, 
id883, Belarus, Male, Old, NationalLanguage, Belarusian, NotApplicable, NotApplicable, antiEU, AntiNATOProRussia, 
id884, Belarus, Female, MiddleAged, NationalLanguage, Polish, NotApplicable, LowerClass, NotApplicable, NotApplicable, 
id885, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, LowerClass, antiEU, NotApplicable, 
id886, Belarus, Female, Old, Both, Belarusian, Center, MiddleClass, proEU, AntiNATOProRussia, 
id887, Belarus, Male, Young, NationalLanguage, Belarusian, Center, LowerClass, antiEU, ProNATOAntiRussia, 
id888, Belarus, Male, Old, NationalLanguage, Belarusian, NotApplicable, MiddleClass, proEU, AntiNATOProRussia, 
id889, Belarus, Female, MiddleAged, NationalLanguage, Russian, Center, MiddleClass, proEU, NotApplicable, 
id890, Belarus, Male, MiddleAged, Both, Russian, Center, MiddleClass, antiEU, AntiNATOProRussia, 
id891, Belarus, Female, Old, NationalLanguage, Belarusian, Center, MiddleClass, antiEU, ProNATOAntiRussia, 
id892, Belarus, Male, NotApplicable, NationalLanguage, Belarusian, Center, NotApplicable, proEU, NotApplicable, 
id893, Belarus, Female, MiddleAged, Both, Belarusian, Center, MiddleClass, proEU, ProNATOAntiRussia, 
id894, Belarus, Male, MiddleAged, Both, Belarusian, Center, MiddleClass, NotApplicable, AntiNATOProRussia, 
id895, Belarus, Female, MiddleAged, Both, Belarusian, Right, UpperClass, antiEU, ProNATOAntiRussia, 
id896, Belarus, Male, MiddleAged, Both, Lithuanian, NotApplicable, LowerClass, antiEU, AntiNATOProRussia, 
id897, Belarus, Male, MiddleAged, Both, Belarusian, NotApplicable, MiddleClass, proEU, ProNATOAntiRussia, 
id898, Belarus, Female, Young, Both, Belarusian, Right, MiddleClass, NotApplicable, NotApplicable, 
id899, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, LowerClass, proEU, ProNATOAntiRussia, 
id900, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, LowerClass, antiEU, NotApplicable, 
id901, Belarus, Male, NotApplicable, NationalLanguage, Belarusian, Center, LowerClass, antiEU, AntiNATOProRussia, 
id902, Belarus, Male, Old, NationalLanguage, Belarusian, Center, LowerClass, antiEU, AntiNATOProRussia, 
id903, Belarus, Female, MiddleAged, NationalLanguage, Other, Center, LowerClass, proEU, ProNATOAntiRussia, 
id904, Belarus, Female, MiddleAged, Both, Belarusian, Center, NotApplicable, antiEU, AntiNATOProRussia, 
id905, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, LowerClass, antiEU, NotApplicable, 
id906, Belarus, Male, NotApplicable, Both, Belarusian, NotApplicable, MiddleClass, antiEU, AntiNATOProRussia, 
id907, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, UpperClass, proEU, AntiNATOProRussia, 
id908, Belarus, Male, MiddleAged, Both, Belarusian, Right, LowerClass, proEU, AntiNATOProRussia, 
id909, Belarus, Male, Young, NationalLanguage, Belarusian, Left, NotApplicable, NotApplicable, NotApplicable, 
id910, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, UpperClass, antiEU, NotApplicable, 
id911, Belarus, Female, Young, Both, Belarusian, NotApplicable, UpperClass, antiEU, AntiNATOProRussia, 
id912, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Center, LowerClass, antiEU, ProNATOAntiRussia, 
id913, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Center, LowerClass, proEU, ProNATOAntiRussia, 
id914, Belarus, Male, NotApplicable, NationalLanguage, Belarusian, Right, NotApplicable, NotApplicable, ProNATOAntiRussia, 
id915, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, LowerClass, NotApplicable, NotApplicable, 
id916, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, NotApplicable, antiEU, AntiNATOProRussia, 
id917, Belarus, Female, MiddleAged, NationalLanguage, Russian, NotApplicable, LowerClass, proEU, NotApplicable, 
id918, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, MiddleClass, proEU, ProNATOAntiRussia, 
id919, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Left, UpperClass, NotApplicable, NotApplicable, 
id920, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, NotApplicable, NotApplicable, NotApplicable, ProNATOAntiRussia, 
id921, Belarus, Male, Old, NationalLanguage, Belarusian, Right, MiddleClass, antiEU, AntiNATOProRussia, 
id922, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Left, MiddleClass, NotApplicable, ProNATOAntiRussia, 
id923, Belarus, Female, MiddleAged, NationalLanguage, Other, NotApplicable, UpperClass, proEU, AntiNATOProRussia, 
id924, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, NotApplicable, NotApplicable, proEU, ProNATOAntiRussia, 
id925, Belarus, Male, MiddleAged, NationalLanguage, Russian, Center, LowerClass, antiEU, ProNATOAntiRussia, 
id926, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Center, LowerClass, proEU, ProNATOAntiRussia, 
id927, Belarus, Female, NotApplicable, NationalLanguage, Belarusian, NotApplicable, UpperClass, NotApplicable, AntiNATOProRussia, 
id928, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Right, LowerClass, antiEU, AntiNATOProRussia, 
id929, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, MiddleClass, NotApplicable, NotApplicable, 
id930, Belarus, Female, Young, NationalLanguage, Belarusian, NotApplicable, LowerClass, NotApplicable, ProNATOAntiRussia, 
id931, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Center, NotApplicable, antiEU, ProNATOAntiRussia, 
id932, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, NotApplicable, LowerClass, antiEU, AntiNATOProRussia, 
id933, Belarus, Male, MiddleAged, Both, Belarusian, NotApplicable, MiddleClass, antiEU, AntiNATOProRussia, 
id934, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Right, LowerClass, antiEU, AntiNATOProRussia, 
id935, Belarus, Female, Young, NationalLanguage, Belarusian, Center, NotApplicable, proEU, AntiNATOProRussia, 
id936, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Right, UpperClass, NotApplicable, ProNATOAntiRussia, 
id937, Belarus, Female, Old, NationalLanguage, Belarusian, Right, UpperClass, proEU, AntiNATOProRussia, 
id938, Belarus, Female, Young, NationalLanguage, Belarusian, NotApplicable, UpperClass, antiEU, ProNATOAntiRussia, 
id939, Belarus, Female, MiddleAged, Both, Belarusian, Center, UpperClass, NotApplicable, NotApplicable, 
id940, Belarus, Female, Old, NationalLanguage, Belarusian, Center, UpperClass, proEU, ProNATOAntiRussia, 
id941, Belarus, Male, MiddleAged, Both, Belarusian, Center, UpperClass, proEU, AntiNATOProRussia, 
id942, Belarus, Female, Old, NationalLanguage, Belarusian, NotApplicable, UpperClass, antiEU, AntiNATOProRussia, 
id943, Belarus, Male, Old, NationalLanguage, Belarusian, Center, UpperClass, proEU, ProNATOAntiRussia, 
id944, Belarus, Female, Old, NationalLanguage, Belarusian, NotApplicable, UpperClass, proEU, NotApplicable, 
id945, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Right, LowerClass, antiEU, NotApplicable, 
id946, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, LowerClass, antiEU, AntiNATOProRussia, 
id947, Belarus, Female, Old, NationalLanguage, Belarusian, NotApplicable, LowerClass, proEU, NotApplicable, 
id948, Belarus, Male, MiddleAged, Both, Belarusian, NotApplicable, LowerClass, proEU, NotApplicable, 
id949, Belarus, Female, MiddleAged, Both, Belarusian, Right, LowerClass, antiEU, NotApplicable, 
id950, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, MiddleClass, antiEU, AntiNATOProRussia, 
id951, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, LowerClass, proEU, AntiNATOProRussia, 
id952, Belarus, Female, NotApplicable, NationalLanguage, Belarusian, NotApplicable, MiddleClass, proEU, NotApplicable, 
id953, Belarus, Female, MiddleAged, Both, Belarusian, Center, NotApplicable, antiEU, AntiNATOProRussia, 
id954, Belarus, Male, Old, Both, Belarusian, Center, UpperClass, NotApplicable, AntiNATOProRussia, 
id955, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Center, LowerClass, antiEU, NotApplicable, 
id956, Belarus, Female, Old, NationalLanguage, Belarusian, NotApplicable, LowerClass, antiEU, AntiNATOProRussia, 
id957, Belarus, Female, Old, Both, Belarusian, Center, UpperClass, antiEU, AntiNATOProRussia, 
id958, Belarus, Male, NotApplicable, Both, Russian, Right, LowerClass, proEU, AntiNATOProRussia, 
id959, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Right, UpperClass, antiEU, AntiNATOProRussia, 
id960, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Left, UpperClass, antiEU, NotApplicable, 
id961, Belarus, Male, MiddleAged, Both, Other, Center, LowerClass, antiEU, AntiNATOProRussia, 
id962, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, LowerClass, antiEU, ProNATOAntiRussia, 
id963, Belarus, Male, MiddleAged, Both, Belarusian, NotApplicable, NotApplicable, proEU, AntiNATOProRussia, 
id964, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, NotApplicable, MiddleClass, proEU, ProNATOAntiRussia, 
id965, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, UpperClass, NotApplicable, ProNATOAntiRussia, 
id966, Belarus, Female, MiddleAged, Both, Belarusian, Left, NotApplicable, antiEU, ProNATOAntiRussia, 
id967, Belarus, Female, MiddleAged, NationalLanguage, Other, NotApplicable, MiddleClass, antiEU, NotApplicable, 
id968, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, MiddleClass, antiEU, NotApplicable, 
id969, Belarus, Male, Old, Both, Belarusian, Left, MiddleClass, antiEU, ProNATOAntiRussia, 
id970, Belarus, Female, MiddleAged, Both, Belarusian, Right, NotApplicable, antiEU, NotApplicable, 
id971, Belarus, Male, NotApplicable, Both, Belarusian, Left, LowerClass, proEU, NotApplicable, 
id972, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, MiddleClass, antiEU, NotApplicable, 
id973, Belarus, Female, Young, Both, Other, Center, LowerClass, NotApplicable, ProNATOAntiRussia, 
id974, Belarus, Female, Old, NationalLanguage, Belarusian, NotApplicable, MiddleClass, antiEU, ProNATOAntiRussia, 
id975, Belarus, Female, MiddleAged, Both, Belarusian, Center, LowerClass, antiEU, NotApplicable, 
id976, Belarus, Male, MiddleAged, NationalLanguage, Other, NotApplicable, NotApplicable, NotApplicable, NotApplicable, 
id977, Belarus, Female, MiddleAged, Both, Other, NotApplicable, UpperClass, proEU, AntiNATOProRussia, 
id978, Belarus, Male, Old, Both, Belarusian, NotApplicable, NotApplicable, antiEU, AntiNATOProRussia, 
id979, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, MiddleClass, NotApplicable, ProNATOAntiRussia, 
id980, Belarus, Female, NotApplicable, Both, Belarusian, Center, NotApplicable, proEU, ProNATOAntiRussia, 
id981, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Right, NotApplicable, antiEU, NotApplicable, 
id982, Belarus, Female, MiddleAged, Both, Other, NotApplicable, UpperClass, antiEU, NotApplicable, 
id983, Belarus, Male, Young, NationalLanguage, Belarusian, Center, NotApplicable, antiEU, ProNATOAntiRussia, 
id984, Belarus, Male, Old, Both, Belarusian, Right, MiddleClass, NotApplicable, ProNATOAntiRussia, 
id985, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, NotApplicable, NotApplicable, proEU, NotApplicable, 
id986, Belarus, Male, MiddleAged, Both, Belarusian, Left, UpperClass, antiEU, ProNATOAntiRussia, 
id987, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, NotApplicable, antiEU, ProNATOAntiRussia, 
id988, Belarus, Female, MiddleAged, NationalLanguage, Other, Center, MiddleClass, NotApplicable, AntiNATOProRussia, 
id989, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Center, LowerClass, proEU, NotApplicable, 
id990, Belarus, Male, MiddleAged, NationalLanguage, Belarusian, Center, UpperClass, antiEU, AntiNATOProRussia, 
id991, Belarus, Male, Old, Both, Russian, Left, LowerClass, proEU, ProNATOAntiRussia, 
id992, Belarus, Female, MiddleAged, Both, Belarusian, Center, NotApplicable, antiEU, NotApplicable, 
id993, Belarus, Female, Old, Both, Belarusian, Right, UpperClass, antiEU, NotApplicable, 
id994, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, LowerClass, antiEU, ProNATOAntiRussia, 
id995, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Right, UpperClass, antiEU, NotApplicable, 
id996, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, Center, MiddleClass, antiEU, NotApplicable, 
id997, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, MiddleClass, antiEU, AntiNATOProRussia, 
id998, Belarus, Female, MiddleAged, NationalLanguage, Belarusian, NotApplicable, LowerClass, antiEU, ProNATOAntiRussia, 
id999, Belarus, Female, MiddleAged, NationalLanguage, Other, Center, MiddleClass, antiEU, ProNATOAntiRussia, 
id1000, Belarus, Male, Young, NationalLanguage, Belarusian, Center, UpperClass, antiEU, AntiNATOProRussia, 
